Unnamed: 0,ID,Product Id,Category,Name,Brand,Rating,ReviewCount,Description,ImageURL,Tags,Gender
888,889,2040,Topwear,Tshirts,Veet,3.5,22,ADIDAS Mens Fire White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
889,890,30695,Shoes,Flats,Gillette,4.6,955,Catwalk Women Bronze toned Sandals,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Gladiator-Sandals_b8f695202ccc1889f65d57b4000a888f_images.jpg,"Flats,myntassets.com",Women
890,891,43367,Shoes,Flats,Tide,4.8,55,Reebok Women Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Gladiator-Sandals_b8f695202ccc1889f65d57b4000a888f_images.jpg,"Flats,myntassets.com",Women
891,892,13417,Topwear,Shirts,Australian Gold,4.5,300,United Colors of Benetton Men Solid Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
892,893,27622,Bottomwear,Trousers,GreatValueTech,4.2,11,Scullers Men Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/bbddb8510d402639e0a038bde5ec08bb_images.jpg,"Trousers,myntassets.com",Men
893,894,55202,Lips,Lip Care,Aromanice,4.5,300,Lakme Lip Love Hottie Lip Conditioner,http://assets.myntassets.com/assets/images/55202/2018/3/9/11520594836884-Lakme-Lip-Love-Hottie-Lip-Conditioner-511520594836863-1.jpg,"Lip Care,myntassets.com",Women
894,895,3192,Topwear,Tshirts,L'Oreal Paris,4.4,1891,Tantra Men's Prism Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
895,896,16959,Eyewear,Sunglasses,Febreze,3.8,351,Image Women Classic Eyewear Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses_a37f3b87d0d05062ed063adc7aac78bf_images.jpg,"Sunglasses,myntassets.com",Women
896,897,11340,Bottomwear,Jeans,Black Radiance,4.7,78,Lee Men Blue Chicago Fit Jeans,http://assets.myntassets.com/v1/images/style/properties/4850873d0c417e6480a26059f83aac29_images.jpg,"Jeans,myntassets.com",Men
897,898,25175,Bags,Handbags,Maybelline,4.5,300,Lino Perros Women Red and Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
898,899,10292,Shoes,Heels,Crest,4.8,133,Clarks Women Brown Leather Heels,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
899,900,57555,Lips,Lipstick,Maybelline,4.4,1089,Lotus Herbals SPF-10 Tulip Love Lipstick 417,http://assets.myntassets.com/assets/images/56019/2019/1/11/49d718c4-6d86-42d1-8d00-1ce4b7851b2c1547190759839-Colorbar-Soft-Touch-Show-Stopper-Copper-Lipstick-037-2715471-1.jpg,"Lipstick,myntassets.com",Women
900,901,52027,Topwear,Rain Jacket,göt2b,4.5,300,Just Natural Unisex Navy Blue Rain Jacket,http://assets.myntassets.com/v1/images/style/properties/cbc319393da4e3d0eb140d3c8a045d2c_images.jpg,"Rain Jacket,myntassets.com",Unisex
901,902,36562,Topwear,Tshirts,Clubman Pinaud,4.5,300,Jack & Jones Men Dino White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
902,903,25949,Scarves,Scarves,Clarins,4.5,300,Femella Women Printed Brown Scarf,http://assets.myntassets.com/v1/images/style/properties/aeb9132a29d8844aca73a4544d8135c5_images.jpg,"Scarves,myntassets.com",Women
903,904,44142,Fragrance,Perfume and Body Mist,Always,4.5,3,dunhill Men Fresh Perfume,http://assets.myntassets.com/v1/images/style/properties/438c41900a80acabb3ef197f0559a9eb_images.jpg,"Perfume and Body Mist,myntassets.com",Men
904,905,5265,Bags,Messenger Bag,Moroccanoil,4.5,14,Wildcraft Unisex Black & Red Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Outdoor-Jinx-Grey-Bag_4676a6bac7ccdde9216aa50c23cc4295_images.jpg,"Messenger Bag,myntassets.com",Unisex
905,906,14632,Mufflers,Mufflers,L'Oreal Paris,4.5,184,United Colors of Benetton Men Solid Green Mufflers,http://assets.myntassets.com/v1/images/style/properties/70506325cf800559ba06b15300846ea8_images.jpg,"Mufflers,myntassets.com",Men
906,907,11172,Topwear,Sweaters,BeautyCenter,4.5,300,Scullers Men Stripes Red Sweaters,http://assets.myntassets.com/v1/images/style/properties/339f3148805bd725b88cebe54fd52d45_images.jpg,"Sweaters,myntassets.com",Men
907,908,25347,Innerwear,Briefs,Clairol,4.5,552,Levi's Men White Brief,http://assets.myntassets.com/v1/images/style/properties/155353efc674d253e30c213ca07bbb0b_images.jpg,"Briefs,myntassets.com",Men
908,909,39718,Topwear,Tops,Michel Germain,4.5,300,Arrow Woman Beige Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
909,910,41602,Topwear,Shirts,Maybelline,4.5,300,Basics Men Navy Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
910,911,33222,Topwear,Tunics,NO-AD,4.5,300,Sepia Women Brown Tunic,http://assets.myntassets.com/v1/images/style/properties/3c92594cc9b62cba6a314a9ca9fd1e19_images.jpg,"Tunics,myntassets.com",Women
911,912,24295,Socks,Socks,Summer's Eve,4.5,1,Quiksilver Men Black Socks,http://assets.myntassets.com/v1/images/style/properties/4ca8848ab441378a392d9d5bf0b0f3c7_images.jpg,"Socks,myntassets.com",Men
912,913,57767,Skin,Face Moisturisers,Renuzit,4.5,300,Lotus Herbals Whiteglow Yogurt Skin Whitening & Brightening Face Masque 80 g,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Whiteglow-Skin-Whitening---Brightening-Masque_f74fe710ac627cda099dc0ed533bea68_images.jpg,"Face Moisturisers,myntassets.com",Women
913,914,36750,Dress,Dresses,Calvin Klein,4.5,3,Little Miss Girls Chatterbox Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/c5b0d7c1f0308be020655bc10ca16427_images.jpg,"Dresses,myntassets.com",Girls
914,915,37682,Bags,Backpacks,Neutrogena,4.5,131,American Tourister Unisex Black Backpack,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,"Backpacks,myntassets.com",Unisex
915,916,34007,Topwear,Tops,O MY!,4.5,300,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Girls
916,917,50542,Innerwear,Briefs,Hawaian Tropic,4.8,5,Chromozome Men Red Briefs,http://assets.myntassets.com/v1/images/style/properties/155353efc674d253e30c213ca07bbb0b_images.jpg,"Briefs,myntassets.com",Men
917,918,17285,Topwear,Tshirts,Colgate,4.5,300,U.S. Polo Assn. Men Solid Black  polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
918,919,43969,Fragrance,Perfume and Body Mist,Axe,4.4,255,DKNY Women Delicious Night Perfume,http://assets.myntassets.com/v1/images/style/properties/438c41900a80acabb3ef197f0559a9eb_images.jpg,"Perfume and Body Mist,myntassets.com",Women
919,920,28458,Bottomwear,Capris,Herbal Essences,4.3,207,Urban Yoga Women Blue Capris,http://assets.myntassets.com/v1/images/style/properties/5158808a5bdd60c8c8af6999f8481160_images.jpg,"Capris,myntassets.com",Women
920,921,22162,Shoes,Casual Shoes,Fabrication Enterprises,4.6,14,Timberland Men Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
921,922,16357,Topwear,Shirts,Rusk,4.5,300,Peter England Men Stripes Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
922,923,46427,Watches,Watches,Asepxia,4.5,4,Timex Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
923,924,7700,Topwear,Tops,DEVA,4.5,300,Jealous 21 Women's All Girls Dying Jealousy Pink Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
924,925,27410,Loungewear and Nightwear,Lounge Pants,Neutrogena,4.0,221,Jockey Women Assorted Lounge Pants,http://assets.myntassets.com/assets/images/27421/2015/11/23/11448283185049-Jockey-Women-Blue-Lounge-Pants-3621448283184622-1.jpg,"Lounge Pants,myntassets.com",Women
925,926,2272,Topwear,Tshirts,Dove,4.5,795,Nike Mens Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
926,927,43155,Watches,Watches,SheaMoisture,4.5,61,Fastrack Women Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Women
927,928,42087,Shoes,Sports Shoes,Glade,4.6,207,ADIDAS Men White Aztek Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
928,929,8748,Topwear,Shirts,Oral-B,4.5,2,Indigo Nation Men Plain Orange Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
929,930,55030,Lips,Lipstick,Banana Boat,2.1,608,Lakme Absolute Matte Milan Red Lipstick 48,http://assets.myntassets.com/assets/images/56019/2019/1/11/49d718c4-6d86-42d1-8d00-1ce4b7851b2c1547190759839-Colorbar-Soft-Touch-Show-Stopper-Copper-Lipstick-037-2715471-1.jpg,"Lipstick,myntassets.com",Women
930,931,17043,Shoes,Casual Shoes,Dr Teal's,4.9,19,Gas Men Skate 003 Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
931,932,50784,Shoes,Heels,Sally Hansen,4.0,26,Clarks Women Cream Coloured Onslow Beat Leather Wedges,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
932,933,2888,Shoes,Heels,Tide,4.3,10561,Catwalk Women Wedding Heeled Bronze Heels,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
933,934,23276,Watches,Watches,Tom's of Maine,4.5,24,Maxima Ssteele Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
934,935,6414,Flip Flops,Flip Flops,Unique Bargains,5.0,3,Lotto Men's Thong Blue White Flip Flop,http://assets.myntassets.com/v1/images/style/properties/53690e3f396f411e184b249672d6ebae_images.jpg,"Flip Flops,myntassets.com",Men
935,936,18837,Belts,Belts,John Frieda,4.8,47,Peter England Men Formal Brown Belt,http://assets.myntassets.com/v1/images/style/properties/8eee4563e14cf451b07f27761fd6535f_images.jpg,"Belts,myntassets.com",Men
936,937,35313,Jewellery,Earrings,Eve Hansen,4.5,5,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/f21ff0021d5d5095ed087314e548ea24_images.jpg,"Earrings,myntassets.com",Women
937,938,51656,Watches,Watches,L'Oreal Paris,4.5,3,Fossil Men Black Dial Chronograph Watch CH2737,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
938,939,16191,Topwear,Tshirts,Rimmel,4.5,592,Puma Men Graphic White TShirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
939,940,30661,Eyewear,Sunglasses,Wahl,4.5,300,Park Avenue Men Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses_a37f3b87d0d05062ed063adc7aac78bf_images.jpg,"Sunglasses,myntassets.com",Men
940,941,43393,Wallets,Wallets,Redken,4.6,28,Lino Perros Men Brown Wallet,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg,"Wallets,myntassets.com",Men
941,942,26704,Shoes,Sports Shoes,Colossal,4.7,29,Nike Men White T-Lite 9 SL Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
942,943,12531,Topwear,Sweatshirts,Mitchum,4.5,4,Puma Women Solid Pink Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/59912a0287751ff0475c8748dbcf4ea0_images.jpg,"Sweatshirts,myntassets.com",Women
943,944,42241,Topwear,Tops,Gain,4.8,108,Sepia Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
944,945,56473,Nails,Nail Polish,China Glaze,4.5,2,Streetwear Grape Shimmer Nail Polish 41,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Ash-Nail-Polish--31_21d33100dbf0e4b8bb0b33a980de469b_images.jpg,"Nail Polish,myntassets.com",Women
945,946,25181,Bags,Handbags,RxCleanse,4.5,300,Lino Perros Women Leatherite Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
946,947,24053,Topwear,Tshirts,Heritage Store,4.3,9,Locomotive Men Printed Charcoal T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
947,948,10266,Shoes,Casual Shoes,FitTea,4.5,6,Clarks Men Goto Hi Cola Suede Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
948,949,40516,Watches,Watches,Revlon,4.5,300,Titan Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
949,950,15714,Shoes,Sports Shoes,L'Oreal Paris,4.5,18,Nike Men Free Run+ 2 Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
950,951,21521,Bags,Handbags,COVERGIRL,4.0,1299,Kiara Women Rose Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Blue-Handbag_13cfaff26872c298112a8e7da15c1e1d_images.jpg,"Handbags,myntassets.com",Women
951,952,4343,Shoes,Casual Shoes,Andrea,4.5,300,Fila Men Leonard Red Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
952,953,5291,Shoes,Formal Shoes,RoC,4.6,1816,Lee Cooper Men Black Semi Formal Shoe,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,"Formal Shoes,myntassets.com",Men
953,954,53101,Jewellery,Earrings,Johnson's,4.8,1151,Fabindia Silver Drop Earrings,http://assets.myntassets.com/v1/images/style/properties/f21ff0021d5d5095ed087314e548ea24_images.jpg,"Earrings,myntassets.com",Women
954,955,32304,Watches,Watches,Coppertone,4.5,300,Q&Q Women White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Women
955,956,57793,Makeup,Compact,Purex,4.6,91,Lotus Herbals Natural Blend Botanical Compact 550,http://assets.myntassets.com/assets/images/57793/2018/4/27/11524809214196-Lotus-Herbals-Natural-Blend-Botanical-Compact-550-2491524809214143-1.jpg,"Compact,myntassets.com",Women
956,957,10054,Topwear,Tshirts,Irish Spring,4.5,172,Reebok Kids Kkr Boy's Premium Blue Jerseys,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Boys
957,958,4171,Shoes,Sports Shoes,Nature's Way,4.5,11,Reebok Men's Easytone Inspire White Shoe,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
958,959,45256,Watches,Watches,Always,3.6,193,Casio Edifice Men Analog Watch EF-130D-1A5VDF(ED419),http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
959,960,59609,Saree,Sarees,L'Oreal Paris,4.5,1721,FNF Khaki Collection for Wedding Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Wear-Sari_6c60eef0b8d9cff87cfcd1f73953e5cd_images.jpg,"Sarees,myntassets.com",Women
960,961,15526,Shoes,Heels,Secret,4.5,2237,Rockport Women Jeanie Oneband Brown Flats,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
961,962,21713,Watches,Watches,method,4.5,2,Fossil Men Blue Dial Chronograph Watch CH2752,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
962,963,44384,Fragrance,Deodorant,Garnier,4.5,300,Spinz Women Enchante Deo,http://assets.myntassets.com/v1/images/style/properties/3295fc148576955745c0b259d7968727_images.jpg,"Deodorant,myntassets.com",Women
963,964,37676,Bags,Backpacks,,4.5,300,American Tourister Unisex Black Backpack,http://assets.myntassets.com/v1/images/style/properties/6c411e5ff01a791860ac0807b719cf28_images.jpg,"Backpacks,myntassets.com",Unisex
964,965,6626,Shoes,Sports Shoes,Clairol,4.5,1224,ADIDAS Men's Canon Dialect Blue Yellow Shoe,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
965,966,47501,Shoes,Casual Shoes,essie,4.5,10518,Footfun Kids Unisex Red Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Unisex
966,967,17271,Topwear,Tshirts,Plant Therapy,3.8,4,U.S. Polo Assn. Men Stripes DK.Grey Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
967,968,23044,Bottomwear,Leggings,Perricone MD,4.5,2,Arrow Woman Brown Jeggings,http://assets.myntassets.com/v1/images/style/properties/8c29f66ec78e78081504b6ad73e6af8b_images.jpg,"Leggings,myntassets.com",Women
968,969,22196,Shoes,Casual Shoes,Suave,4.5,232,Timberland Men Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
969,970,51464,Topwear,Tops,Montblanc,4.5,300,Tonga Women Olive Top,http://assets.myntassets.com/v1/images/style/properties/f3964f76c78edd85f4512d98b26d52e9_images.jpg,"Tops,myntassets.com",Women
970,971,54116,Shoes,Heels,L'Oreal Paris,4.5,1,Rocia Women Maroon Sandals,http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg,"Heels,myntassets.com",Women
971,972,30453,Bottomwear,Jeans,Equate,4.5,273,Deni Yo Men White Jeans,http://assets.myntassets.com/v1/images/style/properties/4850873d0c417e6480a26059f83aac29_images.jpg,"Jeans,myntassets.com",Men
972,973,2286,Topwear,Sweatshirts,China Glaze,4.5,300,Nike Men Black Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/59912a0287751ff0475c8748dbcf4ea0_images.jpg,"Sweatshirts,myntassets.com",Men
973,974,23878,Shoes,Casual Shoes,Funcee,4.5,300,Fila Women Sleeker Green Check Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Women
974,975,48549,Belts,Belts,RxCleanse,4.6,5,Wrangler Women Black Belt,http://assets.myntassets.com/v1/images/style/properties/8eee4563e14cf451b07f27761fd6535f_images.jpg,"Belts,myntassets.com",Women
975,976,42073,Wallets,Wallets,Head & Shoulders,4.5,5329,American Tourister Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/7cc4a01bf1667b6954fb9d44bfdda095_images.jpg,"Wallets,myntassets.com",Men
976,977,31581,Topwear,Tshirts,PiccoCasa,4.2,10,Mark Taylor Men Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
977,978,3354,Topwear,Tshirts,Elizabeth Arden,4.5,11,Myntra Men's I Give 100 Percent Work White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
978,979,26536,Shoes,Casual Shoes,Right Guard,4.3,67,ID Men White Shoes,http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg,"Casual Shoes,myntassets.com",Men
979,980,12703,Shoes,Sports Shoes,SHANY,4.5,300,Nike Women Downshifter White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Women
980,981,24605,Apparel Set,Kurta Sets,Degree,4.5,45,Vishudh Women Pink Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/4d16721ce6d31a02786fa271a40dbc86_images.jpg,"Kurta Sets,myntassets.com",Women
981,982,10430,Topwear,Shirts,Clarins,4.5,300,Flying Machine Men Ydc Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
982,983,56225,Loungewear and Nightwear,Night suits,SheaMoisture,4.9,14,SDL by Sweet Dreams Men Black & Grey Pyjama Set,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-White-Pyjama-Set_debea45adf6bdb5816030e5d05b53d2f_images.jpg,"Night suits,myntassets.com",Men
983,984,39388,Bottomwear,Jeans,Maybelline,4.5,300,Peter England Men Black Jeans,http://assets.myntassets.com/v1/images/style/properties/4850873d0c417e6480a26059f83aac29_images.jpg,"Jeans,myntassets.com",Men
984,985,14090,Topwear,Tshirts,Revlon,4.5,600,Flying Machine Men Stripes Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
985,986,53757,Shoes,Sports Shoes,Summer's Eve,5.0,10,Puma Women Speeder Wns Ind White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Women
986,987,37212,Topwear,Shirts,Dermalogica,4.5,4,United Colors of Benetton Men Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/7a5b82d1372a7a5c6de67ae7a314fd91_images.jpg,"Shirts,myntassets.com",Men
987,988,4515,Shoes,Sports Shoes,Mainstays,4.5,165,Puma Men's Tarun White Silver Red Shoe,http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg,"Sports Shoes,myntassets.com",Men
988,989,45632,Innerwear,Briefs,Sure,5.0,1,Park Avenue Men Grey Melange Briefs,http://assets.myntassets.com/v1/images/style/properties/155353efc674d253e30c213ca07bbb0b_images.jpg,"Briefs,myntassets.com",Men
989,990,51000,Innerwear,Bra,Nad's,5.0,9,Enamor Maroon Bra FB06,http://assets.myntassets.com/v1/image/style/properties/51832/Bwitch-Beige-Full-Coverage-Bra-BW335_1_d516fa94f14f0a5ecc90df7754390eb5.jpg,"Bra,myntassets.com",Women
990,991,7390,Shoes,Formal Shoes,L.A. Colors,4.5,4,Red Tape Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/06edc2da9c6d103d299e5e8dafc5b6b9_images.jpg,"Formal Shoes,myntassets.com",Men
991,992,35545,Sandal,Sandals,Panama Jack,4.5,300,Enroute Teens Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg,"Sandals,myntassets.com",Girls
992,993,6242,Topwear,Tshirts,LITTLE TREES,4.5,300,Lee Women's Rihana Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Women
993,994,47165,Belts,Belts,Chinet,4.5,815,Peter England Men Black Belt,http://assets.myntassets.com/v1/images/style/properties/8eee4563e14cf451b07f27761fd6535f_images.jpg,"Belts,myntassets.com",Men
994,995,17615,Topwear,Tshirts,Prevail,4.5,1,Doodle Boys living Upto White Tshirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Boys
995,996,48911,Jewellery,Pendant,Fabuloso,4.6,16,Lucera Women Silver Pendant with Chain,http://assets.myntassets.com/v1/images/style/properties/aff52e6e6bc208923a493612e8f6a3e7_images.jpg,"Pendant,myntassets.com",Women
996,997,29926,Watches,Watches,Reuzel,4.5,300,Police Men Black Dial Watch PL12778MSU-61,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Silver-Watch_b4ef04538840c0020e4829ecc042ead1_images.jpg,"Watches,myntassets.com",Men
997,998,42417,Accessories,Messenger Bag,Eat-In,4.5,300,American Tourister Unisex Purple Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Outdoor-Jinx-Grey-Bag_4676a6bac7ccdde9216aa50c23cc4295_images.jpg,"Messenger Bag,myntassets.com",Unisex
998,999,3730,Topwear,Tshirts,Clubman Pinaud,4.5,300,CSK Mens Fangear Yellow Jersey,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_32668f8a61454d0cc028a808cf21b383_images.jpg,"Tshirts,myntassets.com",Men
