Uniq id,Product Id,gender,masterCategory,Product Category,Product Name,baseColour,Product Brand,season,Product Rating,Product Reviews Count,usage,Product Description,Product Image Url,Product ,Tags,Product Tags
975,48549,Women,Accessories,Belts,Belts,Black,RxCleanse,Summer,4.6,5,Casual,Wrangler Women Black Belt,http://assets.myntassets.com/v1/images/style/properties/c67ec1fde92718785bad116cf8711640_images.jpg,Belts,myntassets.com,"Belts,myntassets.com"
976,42073,Men,Accessories,Wallets,Wallets,Black,Head & Shoulders,Summer,5,5329,Casual,American Tourister Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/American-Tourister-Men-Black-Coin-Passcase-Wallet_599e93f2f77d4799d61c01b15f223f99_images.jpg,Wallets,myntassets.com,"Wallets,myntassets.com"
977,31581,Men,Apparel,Topwear,Tshirts,Blue,PiccoCasa,Summer,4.2,10,Casual,Mark Taylor Men Printed Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/33a4f23ed9e1dc05e97ea94ab4809301_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
978,3354,Men,Apparel,Topwear,Tshirts,White,Elizabeth Arden,Summer,5,11,Casual,Myntra Men's I Give 100 Percent Work White T-shirt,http://assets.myntassets.com/v1/images/style/properties/d55de4814c818878d0584e90470d14d6_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
979,26536,Men,Footwear,Shoes,Casual Shoes,White,Right Guard,Summer,4.3,67,Casual,ID Men White Shoes,http://assets.myntassets.com/v1/images/style/properties/9bbb0a99f2262993b7b659959fbcf3bc_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
980,12703,Women,Footwear,Shoes,Sports Shoes,White,SHANY,Fall,5,5,Sports,Nike Women Downshifter White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/8134f87644fb5617381cc4657f69ab51_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
981,24605,Women,Apparel,Apparel Set,Kurta Sets,Pink,Degree,Fall,5,45,Ethnic,Vishudh Women Pink Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/72c3fb257c44e102c981b960219a9cd2_images.jpg,Kurta Sets,myntassets.com,"Kurta Sets,myntassets.com"
982,10430,Men,Apparel,Topwear,Shirts,Blue,Clarins,Fall,5,5,Casual,Flying Machine Men Ydc Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/b77929d59d81689e660446586e5e8dc3_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
983,56225,Men,Apparel,Loungewear and Nightwear,Night suits,Black,SheaMoisture,Summer,4.9,14,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Black---Grey-Pyjama-Set_579efb47dce889195f28f09f2205ebaf_images.jpg,Night suits,myntassets.com,"Night suits,myntassets.com"
984,39388,Men,Apparel,Bottomwear,Jeans,Black,Maybelline,Summer,5,5,Casual,Peter England Men Black Jeans,http://assets.myntassets.com/v1/images/style/properties/5a1df9ac28930032d37b9fa4cf5102e6_images.jpg,Jeans,myntassets.com,"Jeans,myntassets.com"
985,14090,Men,Apparel,Topwear,Tshirts,Blue,Revlon,Fall,5,600,Casual,Flying Machine Men Stripes Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/986d8893b024b650133e1bb88905f6ed_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
986,53757,Women,Footwear,Shoes,Sports Shoes,White,Summer's Eve,Summer,5,10,Sports,Puma Women Speeder Wns Ind White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-White-Sports-Shoes_4b0310657932f48364fbe27ecbece28b_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
987,37212,Men,Apparel,Topwear,Shirts,Pink,Dermalogica,Summer,5,4,Casual,United Colors of Benetton Men Pink Shirt,http://assets.myntassets.com/v1/images/style/properties/1066deb40c4f9ff773d13931b0fc2edd_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
988,4515,Men,Footwear,Shoes,Sports Shoes,White,Mainstays,Summer,5,165,Sports,Puma Men's Tarun White Silver Red Shoe,http://assets.myntassets.com/v1/images/style/properties/25cffc1cddbfbc2ae8c8a98ee2431665_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
989,45632,Men,Apparel,Innerwear,Briefs,Grey Melange,Sure,Summer,5,1,Casual,Park Avenue Men Grey Melange Briefs,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Grey-Melange-Briefs_56048ac754f2ffdf53d4bd5d72fe66f6_images.jpg,Briefs,myntassets.com,"Briefs,myntassets.com"
990,51000,Women,Apparel,Innerwear,Bra,Maroon,Nad's,Summer,5,9,Casual,Enamor Maroon Bra FB06,http://assets.myntassets.com/v1/images/style/properties/Enamor-Maroon-Bra-FB06_e5c0cc72a0f04bdef5dd4123989bde97_images.jpg,Bra,myntassets.com,"Bra,myntassets.com"
991,7390,Men,Footwear,Shoes,Formal Shoes,Brown,L.A. Colors,Winter,4.5,4,Formal,Red Tape Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/e7ca97d7b2f468e63a1f84cc988c72ca_images.jpg,Formal Shoes,myntassets.com,"Formal Shoes,myntassets.com"
992,35545,Girls,Footwear,Sandal,Sandals,Brown,Panama Jack,Summer,5,5,Casual,Enroute Teens Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/7b3e15ecc237a90cd98b7e886bcda7f9_images.jpg,Sandals,myntassets.com,"Sandals,myntassets.com"
993,6242,Women,Apparel,Topwear,Tshirts,Purple,LITTLE TREES,Summer,5,5,Casual,Lee Women's Rihana Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/4ee9c897d673a21972f79ef041f6ec99_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
994,47165,Men,Accessories,Belts,Belts,Black,Chinet,Summer,5,815,Casual,Peter England Men Black Belt,http://assets.myntassets.com/v1/images/style/properties/39b0b9be2b05463a185fe1d3b4005530_images.jpg,Belts,myntassets.com,"Belts,myntassets.com"
995,17615,Boys,Apparel,Topwear,Tshirts,White,Prevail,Fall,5,1,Casual,Doodle Boys living Upto White Tshirt,http://assets.myntassets.com/v1/images/style/properties/1cbaf5223bd7a31025df3c3aa9a6d7f5_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
996,48911,Women,Accessories,Jewellery,Pendant,Silver,Fabuloso,Summer,4.6,16,Casual,Lucera Women Silver Pendant with Chain,http://assets.myntassets.com/v1/images/style/properties/689ceb9bdda2404dc4bc1576c3a6d518_images.jpg,Pendant,myntassets.com,"Pendant,myntassets.com"
997,29926,Men,Accessories,Watches,Watches,Black,Reuzel,Winter,5,5,Casual,Police Men Black Dial Watch PL12778MSU-61,http://assets.myntassets.com/v1/images/style/properties/ada30bf5dbd77bcb3ca30ee15882ce9b_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
998,42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Eat-In,Summer,5,5,Casual,American Tourister Unisex Purple Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/6b763aa4dcd9e287b442f0ebe3e26122_images.jpg,Messenger Bag,myntassets.com,"Messenger Bag,myntassets.com"
999,3730,Men,Apparel,Topwear,Tshirts,Yellow,Clubman Pinaud,Summer,5,5,Sports,CSK Mens Fangear Yellow Jersey,http://assets.myntassets.com/v1/images/style/properties/3d5795ec77c53b0030af8f5caed06a51_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1000,26152,Men,Apparel,Bottomwear,Trousers,Grey,GOJO,Summer,5,5,Formal,John Miller Men Striped Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/bf2cc8065bd15d652e9309cba750c6db_images.jpg,Trousers,myntassets.com,"Trousers,myntassets.com"
1001,12367,Men,Apparel,Topwear,Shirts,White,Old Spice,Fall,4.5,477,Formal,Reid & Taylor Men White Shirt,http://assets.myntassets.com/v1/images/style/properties/Reid---Taylor-Men-White-Shirt_7868945b6d3a95140b08b1719b0092f1_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1002,54572,Women,Apparel,Topwear,Kurtas,Pink,Gillette,Summer,5,136,Ethnic,Sushilas Women Multi Coloured Kurta,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Multi-Coloured-Kurta_42e5063146a229c86ceda2e3d374aa60_images.jpg,Kurtas,myntassets.com,"Kurtas,myntassets.com"
1003,27080,Women,Footwear,Shoes,Heels,Silver,Lubriderm,Winter,4.6,80,Casual,Catwalk Women Silver Flats,http://assets.myntassets.com/v1/images/style/properties/e1fc1c55ab477c25864c495c536e30a8_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
1004,30037,Men,Accessories,Watches,Watches,Silver,Paradise Herbs,Winter,5,5,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS,http://assets.myntassets.com/v1/images/style/properties/Skagen-Men-Silver-Dial-Watch_6740c9a4f54c666024ca6f230661c209_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
1005,46285,Women,Apparel,Dress,Dresses,Multi,Derma E,Summer,5,222,Casual,109F Women Multi Coloured Dress,http://assets.myntassets.com/v1/images/style/properties/f00a9de0191d5bdf9bd182eaf4298c72_images.jpg,Dresses,myntassets.com,"Dresses,myntassets.com"
1006,12969,Men,Footwear,Shoes,Sports Shoes,Blue,Renuzit,Fall,4.6,52,Sports,ADIDAS Men Snova Glide Blue Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/af829e3d805b3f99f3905431c425796d_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
1007,35777,Men,Footwear,Shoes,Sports Shoes,Black,Purex,Summer,5,207,Sports,Force 10 Men Black & Green Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/82a96a5a66ccb900ef4ab90c095baf02_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
1008,51232,Women,Apparel,Topwear,Kurtas,Green,Elf,Fall,4,2438,Ethnic,Satya Paul Women Green Printed Kaftan,http://assets.myntassets.com/v1/images/style/properties/Satya-Paul-Women-Green-Printed-Kaftan_ba137befb2f6471cac888b5144d0d8ef_images.jpg,Kurtas,myntassets.com,"Kurtas,myntassets.com"
1009,17427,Men,Accessories,Watches,Watches,White,Zep Brands,Winter,5,5,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274,http://assets.myntassets.com/assets/images/17427/2018/3/2/11519969599061-CASIO-G-Shock-Men-White-Analogue--Digital-Watch-G274-5091519969598856-1.jpg,Watches,myntassets.com,"Watches,myntassets.com"
1010,9804,Men,Apparel,Topwear,Shirts,Black,Softsoap,Fall,5,1,Formal,John Miller Men Black Checks Shirts,http://assets.myntassets.com/v1/images/style/properties/a8c8db5eadde7182104da52ff4b818b0_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1011,23612,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Pert,Spring,5,5,Casual,Nike Fragrances Women Sensual Touch Perfume,http://assets.myntassets.com/v1/images/style/properties/fd0d8de1d0e9fa8c9e7030283786c0b9_images.jpg,Perfume and Body Mist,myntassets.com,"Perfume and Body Mist,myntassets.com"
1012,6070,Women,Apparel,Topwear,Tshirts,Blue,Revlon,Summer,4.7,562,Casual,UCB Women's Young Pigment Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/3d1229d4a695a5fa5da1233b3778f424_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1013,47357,Women,Accessories,Bags,Mobile Pouch,Purple,Suave,Summer,4.6,298,Casual,Baggit Women Purple Phulrani Brush Mobile Pouch,http://assets.myntassets.com/v1/images/style/properties/669d3a9ffed15af76eb0919ae5245a17_images.jpg,Mobile Pouch,myntassets.com,"Mobile Pouch,myntassets.com"
1014,26360,Women,Apparel,Topwear,Tshirts,Grey,BioSilk,Summer,5,5,Casual,Arrow Woman Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/2d5d6003f886ff36683e9f6a9bb9cda8_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1015,12155,Women,Apparel,Bottomwear,Leggings,Beige,Love Beauty and Planet,Fall,4.5,142,Ethnic,Aurelia Women Solid Beige Leggings,http://assets.myntassets.com/v1/images/style/properties/cded5e2f6f4a18a4bd4d7e79566e7fa0_images.jpg,Leggings,myntassets.com,"Leggings,myntassets.com"
1016,42625,Women,Accessories,Jewellery,Earrings,Silver,ALBOLENE,Winter,5,5,Casual,Estelle Women Earrings,http://assets.myntassets.com/v1/images/style/properties/90e5b426f97aad2866be3ece66ea505a_images.jpg,Earrings,myntassets.com,"Earrings,myntassets.com"
1017,3502,Women,Apparel,Topwear,Tshirts,Black,NIVEA,Fall,4.5,15,Sports,ADIDAS Women's Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/bc3ca4fc5e033feb792aef87100f1a6d_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1018,30205,Women,Accessories,Bags,Handbags,Pink,Alpecin,Summer,5,5,Casual,Nike Women Track Tote Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/1d117c32ce16f74151bf640edf53c3c0_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
1019,9038,Men,Footwear,Shoes,Formal Shoes,Brown,Garnier,Winter,5,5,Formal,Buckaroo Men Medina Brown Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/72da3d057e90841278201ab75c993aff_images.jpg,Formal Shoes,myntassets.com,"Formal Shoes,myntassets.com"
1020,54740,Men,Footwear,Shoes,Casual Shoes,Black,COVER GIRL - PROCTOR,Spring,4.1,286,Casual,Vans Men Black Era Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Black-Era-Shoes_e1fd73af72d76d932ba25c9738a8586d_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1021,13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Magic,Fall,5,2,Casual,Timberland Unisex Casual Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/332bb5a7194240db638a5408e9fa6994_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1022,10602,Men,Apparel,Topwear,Tshirts,Red,Amazing Grass,Fall,5,1,Sports,Nike Men Football Soccer Red Jerseys,http://assets.myntassets.com/v1/images/style/properties/c0d022229d81e781668b3e78be82fa94_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1023,40172,Men,Accessories,Eyewear,Sunglasses,Black,Label.m,Winter,5,5,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses,http://assets.myntassets.com/v1/images/style/properties/aef6869c09765a1b16e84a7ff864c7c1_images.jpg,Sunglasses,myntassets.com,"Sunglasses,myntassets.com"
1024,33480,Women,Accessories,Belts,Belts,Purple,Crest,Spring,4.1,194,Casual,Baggit Women Purple Belt,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Baggit-Belt-B-BAAZ-SANDWICHTOST-Purple-Purple-Belts_1672e0d01257dbe44c0bc07ff5bb4f2d_images.jpg,Belts,myntassets.com,"Belts,myntassets.com"
1025,59863,Women,Personal Care,Skin Care,Eye Cream,Black,Lipstick Queen,Spring,5,22,Casual,Olay Women Total Effects Anti-Ageing Eye Cream,http://assets.myntassets.com/v1/images/style/properties/Olay-Women-Total-Effects-Anti-Ageing-Eye-Cream_f01717745be1cbb1a11b371c4c0805f5_images.jpg,Eye Cream,myntassets.com,"Eye Cream,myntassets.com"
1026,32552,Men,Footwear,Shoes,Casual Shoes,Black,EltaMD,Summer,5,15,Casual,Playboy Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/18ecb9a34ecd356d39bc6f15b87fe64c_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1027,21979,Women,Accessories,Bags,Clutches,Black,Paul Mitchell,Winter,5,6,Casual,Murcia Women Casual Black Clutch,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Casual-Black-Clutch_798bff33cb89c8f93140b8e22290e7c1_images.jpg,Clutches,myntassets.com,"Clutches,myntassets.com"
1028,56017,Women,Personal Care,Lips,Lipstick,Brown,RidgeCrest Herbals,Spring,4.4,9,Casual,Colorbar Soft Touch Wood Heart Lipstick 039,http://assets.myntassets.com/assets/images/56017/2019/1/11/6760101b-6c2d-4ca5-bf46-1b4a66551be71547190726410-Colorbar-Soft-Touch-Wood-Heart-Lipstick-039-8761547190726086-1.jpg,Lipstick,myntassets.com,"Lipstick,myntassets.com"
1029,20097,Women,Apparel,Topwear,Kurtas,White,Micro Ingredients,Fall,5,12,Ethnic,Diva Women Printed White Kurta,http://assets.myntassets.com/v1/images/style/properties/243b1ab77ab749c1d00811bca9538e83_images.jpg,Kurtas,myntassets.com,"Kurtas,myntassets.com"
1030,53565,Men,Accessories,Watches,Watches,Black,McKesson,Winter,2.7,3,Casual,Q&Q Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Dial-Watch_dd66aa0f3b5ad56cbb3230eb995f0876_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
1031,15370,Women,Apparel,Topwear,Sweatshirts,Pink,Daisy Rose,Fall,4.8,70,Casual,Urban Yoga Women Solid Pink Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/080c049630e5a1031def1f9733dd502a_images.jpg,Sweatshirts,myntassets.com,"Sweatshirts,myntassets.com"
1032,39986,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Alberto VO5,Summer,5,5,Casual,Gas Men Mila Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/ca8904a9a90c8c44c7b08519b394e8ac_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1033,21145,Women,Apparel,Topwear,Shirts,Black,method,Fall,5,5,Casual,s.Oliver Women Printed Black Shirt,http://assets.myntassets.com/v1/images/style/properties/9795ab6d300c035f12502e418a8522fe_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1034,4727,Boys,Apparel,Topwear,Tshirts,Blue,Colgate,Summer,5,5,Casual,Disney Kids Boy's Regatta Annual Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/0e06cb945b450950e57486e8aba7983e_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1035,45400,Women,Footwear,Shoes,Flats,Maroon,Vega,Winter,4.6,58,Casual,Rocia Women Maroon Sandals,http://assets.myntassets.com/v1/images/style/properties/40fe64867f1f024c161b7f99ec89492f_images.jpg,Flats,myntassets.com,"Flats,myntassets.com"
1036,38434,Women,Accessories,Bags,Handbags,Blue,Prevail,Summer,3.3,4,Casual,Baggit Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/f12c94e4ccc36263021e9ebe89b691da_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
1037,53905,Women,Accessories,Bags,Handbags,Beige,Lady Speed Stick,Summer,5,4,Casual,Kiara Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Beige-Handbag_635b5cb6ad92a12ee09cfb5ea655a90e_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
1038,1609,Women,Apparel,Topwear,Sweatshirts,Pink,L.A. Girls,Fall,4.1,139,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/7b661983ddd630db69f2847a53e25704_images.jpg,Sweatshirts,myntassets.com,"Sweatshirts,myntassets.com"
1039,57599,Women,Personal Care,Lips,Lipstick,Burgundy,SHAVE SECRET,Spring,4.6,194,Casual,Lotus Herbals Moistpetals Berry Punch Lipstick 121,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Moistpetals-Berry-Punch-Lipstick-121_b824a2125345aa25fa1e0194e633cc8d_images.jpg,Lipstick,myntassets.com,"Lipstick,myntassets.com"
1040,25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Host Defense Mushrooms,Spring,5,5,Casual,J.Del Pozo Halloween Women Perfume,http://assets.myntassets.com/v1/images/style/properties/7f318c3d9f0ca48701700bc7ec970acc_images.jpg,Perfume and Body Mist,myntassets.com,"Perfume and Body Mist,myntassets.com"
1041,59403,Women,Apparel,Topwear,Tshirts,White,Super Poligrip,Fall,4.4,180,Casual,Tokyo Talkies Women White T-shirt,http://assets.myntassets.com/v1/images/style/properties/Tokyo-Talkies-Women-White-T-shirt_bf24debeba0c5e8aae5aa167e99b6443_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1042,21519,Women,Accessories,Bags,Handbags,White,Swiffer,Winter,5,868,Casual,Kiara Women Glossy White Handbag,http://assets.myntassets.com/v1/images/style/properties/43188ad016f5bf2f772e6a064fd6b977_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
1043,53139,Women,Footwear,Shoes,Heels,Blue,Febreze,Winter,4.4,267,Casual,Catwalk Women Blue & White Sandals,http://assets.myntassets.com/v1/images/style/properties/cb562c3a3872048ca5c6f54df98c815c_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
1044,29774,Men,Apparel,Topwear,Shirts,Purple,OPI,Summer,5,1,Casual,Wrangler Men Purple Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/469cdb7f8a8f021723071b230c1ebf3c_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1045,3962,Women,Apparel,Topwear,Tops,Black,LISTERINE,Summer,4.4,176,Casual,Jealous 21 Women Black Shimmery Falling Neck Top,http://assets.myntassets.com/v1/images/style/properties/ca1b177ef6a5b4c782933f43485d65fd_images.jpg,Tops,myntassets.com,"Tops,myntassets.com"
1046,18033,Women,Accessories,Bags,Handbags,Brown,Salon Perfect,Winter,5,11,Casual,Lino Perros Women Solid Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Solid-Brown-Handbag8315dfefd4ac9ed0b34395a7db70bf4c_images.jpg,Handbags,myntassets.com,"Handbags,myntassets.com"
1047,17847,Men,Footwear,Shoes,Sports Shoes,White,Crystal Body Deodorant,Summer,4.5,206,Sports,Nike Men Air Impetus II White Sports Shoe,http://assets.myntassets.com/v1/images/style/properties/d30175afac8812e0b52c4fb7cc8aa0ee_images.jpg,Sports Shoes,myntassets.com,"Sports Shoes,myntassets.com"
1048,9464,Men,Apparel,Topwear,Shirts,White,Brazilian Blowout,Fall,4.8,9,Formal,John Miller Men  White Shirt,http://assets.myntassets.com/v1/images/style/properties/a909b6d0de20fb26fcf2da90273739ad_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1049,48743,Men,Accessories,Jewellery,Bangle,Steel,White Rain,Summer,5,9,Casual,Revv Men Steel Bangle,http://assets.myntassets.com/v1/images/style/properties/2f3d1461feb4c4d151f74743399817be_images.jpg,Bangle,myntassets.com,"Bangle,myntassets.com"
1050,16995,Women,Footwear,Sandal,Sports Sandals,Black,NIVEA,Winter,4.7,291,Casual,Rocia Women Casual Black Sandal,http://assets.myntassets.com/v1/images/style/properties/2e68ca2646690a4bf4ed092bf44cc6df_images.jpg,Sports Sandals,myntassets.com,"Sports Sandals,myntassets.com"
1051,12509,Men,Footwear,Shoes,Casual Shoes,Brown,Rimmel,Winter,5,594,Casual,Red Tape Men Casual Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/7f5bf1bfc926e96373823989b1c4f420_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1052,17249,Men,Apparel,Topwear,Tshirts,Blue,L.A. Colors,Fall,5,5,Casual,U.S. Polo Assn. Men Printed Limoges Blue Tshirt,http://assets.myntassets.com/v1/images/style/properties/de1fbbe7a4f79bbfa5a147228323b832_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1053,47539,Women,Footwear,Shoes,Flats,White,Long Aid,Winter,5,12,Casual,Portia Women White Flats,http://assets.myntassets.com/v1/images/style/properties/efcdd282e627cfc454c18574a5c92bf0_images.jpg,Flats,myntassets.com,"Flats,myntassets.com"
1054,29546,Men,Apparel,Topwear,Tshirts,Black,Cetaphil,Summer,4.5,51,Casual,Classic Polo Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/5ad3719c0803e65fdedded0f5570d652_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1055,42877,Women,Accessories,Wallets,Wallets,Maroon,Garnier,Summer,5,14724,Casual,French Connection Women Maroon Wallet,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Maroon-Wallet_8453eb5d79ba72d19d45079f7e7dd9a1_images.jpg,Wallets,myntassets.com,"Wallets,myntassets.com"
1056,9656,Men,Apparel,Topwear,Shirts,Maroon,Rimmel,Fall,3.5,6,Casual,Indigo Nation Men Bling Technification Red Black Shirts,http://assets.myntassets.com/v1/images/style/properties/5929783c109080d3d56a96f2621e3c1a_images.jpg,Shirts,myntassets.com,"Shirts,myntassets.com"
1057,23840,Men,Footwear,Shoes,Casual Shoes,Brown,Garnier,Fall,5,9799,Casual,ADIDAS Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/b676624ef006e153f4ac61d5a70d31d8_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1058,43199,Men,Accessories,Watches,Watches,Metallic,Redken,Winter,4.6,37,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01,http://assets.myntassets.com/v1/images/style/properties/79925903a6fee867eb640ca69a976d9e_images.jpg,Watches,myntassets.com,"Watches,myntassets.com"
1059,18201,Men,Apparel,Topwear,Jackets,Olive,Always,Fall,4.4,508,Casual,Nike Men Casual Olive Jacket,http://assets.myntassets.com/v1/images/style/properties/d4ee72267b72be5654c32b4893ab210c_images.jpg,Jackets,myntassets.com,"Jackets,myntassets.com"
1060,35925,Women,Accessories,Bags,Clutches,Yellow,Lighting,Summer,1,10,Casual,Peperone Women Yellow Clutch,http://assets.myntassets.com/v1/images/style/properties/427ee57889be15f4a8d75b83efbb4fda_images.jpg,Clutches,myntassets.com,"Clutches,myntassets.com"
1061,8784,Unisex,Accessories,Eyewear,Sunglasses,Brown,Cetaphil,Winter,4.8,96,Casual,Fastrack Unisex Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/c526c33a7e03a0fa10558a7cf72044e0_images.jpg,Sunglasses,myntassets.com,"Sunglasses,myntassets.com"
1062,4975,Men,Apparel,Topwear,Tshirts,Red,Clinique,Summer,5,4,Casual,Gini and Jony Boy's Kent Pack of 3 Tee Kidswear,http://assets.myntassets.com/v1/images/style/properties/b0c2d4a01bdbe1f2aa39cc83542cd60c_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
1063,56679,Women,Footwear,Shoes,Heels,Brown,Sally Hansen,Winter,4.3,1082,Casual,Portia Women Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/Portia-Women-Brown-Sandals_9166ae19bcc8714cf5ee6d198b6b6ac0_images.jpg,Heels,myntassets.com,"Heels,myntassets.com"
1064,24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Benton,Fall,5,5,Casual,Numero Uno Men Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/409871b3e6186c220fab46f5d2b90c7c_images.jpg,Casual Shoes,myntassets.com,"Casual Shoes,myntassets.com"
1065,38606,Men,Apparel,Topwear,Tshirts,White,Goldwell,Summer,5,5,Casual,Nike Men Printed Boxed White T-shirt,http://assets.myntassets.com/v1/images/style/properties/7755ec2ed4dab765f8bf3177aee05763_images.jpg,Tshirts,myntassets.com,"Tshirts,myntassets.com"
