,ID,Product Id,Category,Name,Brand,Rating,ReviewCount,Description,ImageURL,Tags,Gender
2788,2789,35588,Sandal,Sandals,Clinique,4.5,4,Gliders Men Black Sandals,http://assets.myntassets.com/v1/images/style/properties/9d0512618e8f1ab54890cb7e7dddefaf_images.jpg,"Sandals,myntassets.com",Men
2789,2790,27871,Topwear,Shirts,Herbal Secrets,4.5,300,Scullers For Her Striped White Shirt,http://assets.myntassets.com/v1/images/style/properties/199a5527eaf5f4779bb674dc1014bca6_images.jpg,"Shirts,myntassets.com",Women
2790,2791,28005,Innerwear,Briefs,Splat,4.5,318,Jockey ZONE Men Blue Modern Boxer Briefs US19,http://assets.myntassets.com/v1/images/style/properties/0341ff4ad2ff12afa4347fbf4336c629_images.jpg,"Briefs,myntassets.com",Men
2791,2792,58372,Topwear,Tshirts,Humco Naturals,4.5,2,Locomotive Men Beige T-shirt,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Beige-T-shirt_55ef4535000a1de2b74ac012c6486515_images.jpg,"Tshirts,myntassets.com",Men
2792,2793,52648,Bags,Handbags,Sinful Colors,4.2,51,Mod'acc Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Modacc-Women-Black-Handbag_226a0d8a7491d68eebb43be8ff4dcef4_images.jpg,"Handbags,myntassets.com",Women
2793,2794,14861,Eyewear,Sunglasses,Gelish,4.5,1,United Colors of Benetton Women Funky Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/332913cbffd8a7b1af895db03cba5e59_images.jpg,"Sunglasses,myntassets.com",Women
2794,2795,38297,Wallets,Wallets,Julep,4.5,17,Reid & Taylor Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/4af86f4e44aae5011a73bfb10d9b72c4_images.jpg,"Wallets,myntassets.com",Men
2795,2796,39345,Topwear,Tshirts,Pure Solutions,4.5,300,Mr. Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/Mr-Men-Blue-T-shirt_8fe0a68b1981d21ebce4c184fbd52809_images.jpg,"Tshirts,myntassets.com",Men
2796,2797,27429,Topwear,Tshirts,Country Farms,4.5,300,Jockey Women Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/Jockey-Women-Pink-V-neck-T-Shirt_7850c268dae2c54233299b4acebc22a8_images.jpg,"Tshirts,myntassets.com",Women
2797,2798,48584,Jewellery,Bracelet,Diva Stuff,4.5,300,Revv Men Steel Bracelet,http://assets.myntassets.com/v1/images/style/properties/2fe1c44d8107ed70407ce3f345544d9f_images.jpg,"Bracelet,myntassets.com",Men
2798,2799,8771,Sandal,Sports Sandals,Clorox,4.2,47,Crocs Women Crle Plterm Black Floater,http://assets.myntassets.com/v1/images/style/properties/0167e42283515f3ebd574511b5f6e534_images.jpg,"Sports Sandals,myntassets.com",Women
2799,2800,3399,Bags,Handbags,Caribbean Sol,4.5,300,Murcia Women Yellow Handbag,http://assets.myntassets.com/v1/images/style/properties/12aa2c5e530d8572873aa7fdbae87033_images.jpg,"Handbags,myntassets.com",Women
2800,2801,19326,Topwear,Sweatshirts,Soapwalla,4.5,1,Myntra Men Solid Blue Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/023e3e4eb6ee41f0e3e36d8c59f01b49_images.jpg,"Sweatshirts,myntassets.com",Men
2801,2802,55009,Lips,Lip Gloss,TENA,4.7,147,Lakme Sheer Satin Lip Gloss 23,http://assets.myntassets.com/v1/images/style/properties/Lakme-Sheer-Satin-Lip-Gloss-23_dbaf4fef55f9e6a70f8b775390c5f479_images.jpg,"Lip Gloss,myntassets.com",Women
2802,2803,23089,Bottomwear,Trousers,Plant Therapy,4.5,300,Arrow Men Beige Trousers,http://assets.myntassets.com/v1/images/style/properties/50f2fa55d32aa63163de14cf4a570f98_images.jpg,"Trousers,myntassets.com",Men
2803,2804,43950,Shoes,Flats,Maybelline,4.5,1,Catwalk Women Beige Shoes,http://assets.myntassets.com/v1/images/style/properties/a401f14b06a8768cd3c6d6ad1e6ae84e_images.jpg,"Flats,myntassets.com",Women
2804,2805,28461,Bottomwear,Capris,Truform,4.5,17,Urban Yoga Women Black Capris,http://assets.myntassets.com/v1/images/style/properties/fab1a3d3d4008fcbd3a726628eade9eb_images.jpg,"Capris,myntassets.com",Women
2805,2806,42882,Bags,Handbags,Clinique,4.5,300,French Connection Women Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/ac40a5a8efadc1e2e64dfb742591e3bc_images.jpg,"Handbags,myntassets.com",Women
2806,2807,7739,Headwear,Caps,Air Wick,4.6,91,Puma Unisex Stripe Cat Steel Grey Cap,http://assets.myntassets.com/v1/images/style/properties/18fff02f567e59fff041e518ce384447_images.jpg,"Caps,myntassets.com",Unisex
2807,2808,55835,Bath and Body,Nail Essentials,Sun,4.6,632,Colorbar Acetone Free Nail Enamel Remover,http://assets.myntassets.com/assets/images/55835/2019/1/10/d4385923-b172-44e8-afc9-b018f57bb2cd1547123030214-Colorbar-Acetone-Free-Nail-Enamel-Remover-2111547123030142-1.jpg,"Nail Essentials,myntassets.com",Women
2808,2809,11977,Sandal,Sandals,Dial,4.5,300,Fila Men Motor Sports Olive Sandals,http://assets.myntassets.com/v1/images/style/properties/8b227dec8c5f1b552970fd055c46b0ea_images.jpg,"Sandals,myntassets.com",Men
2809,2810,36769,Watches,Watches,Bondo,5,3,Maxima Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/c9ca010ea281fd8a4b6a83ed7609faad_images.jpg,"Watches,myntassets.com",Men
2810,2811,4980,Bottomwear,Shorts,Clubman Pinaud,4.5,300,Palm Tree Girl's Benita Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/b791e8e0efd2b9b9b596e4e1100e4408_images.jpg,"Shorts,myntassets.com",Women
2811,2812,39721,Topwear,Tops,GreenHealth,5,1,Arrow Woman Grey Printed Top,http://assets.myntassets.com/v1/images/style/properties/0945019ba57af5e25ea72223062a934c_images.jpg,"Tops,myntassets.com",Women
2812,2813,5852,Bags,Handbags,BRIGHT Air,4.5,300,ADIDAS Women Shoulder Black HandBag,http://assets.myntassets.com/v1/images/style/properties/0e0b2c3384a97881f8c9a59f67f37750_images.jpg,"Handbags,myntassets.com",Women
2813,2814,10099,Watches,Watches,L'Oreal,4.5,300,Fastrack Men Analogue Grey Watches,http://assets.myntassets.com/v1/images/style/properties/b9087cd7ae406a75259287725e05213b_images.jpg,"Watches,myntassets.com",Men
2814,2815,25970,Topwear,Tops,Nuksit,4.5,300,Femella Women White Top,http://assets.myntassets.com/v1/images/style/properties/b8d83c73dbdbae9ab0e3caac7481323c_images.jpg,"Tops,myntassets.com",Women
2815,2816,37489,Watches,Watches,Ralph Lauren,4.5,24,Esprit Women Black Watch,http://assets.myntassets.com/v1/images/style/properties/afec96b5422f1e0a8043e52437e468d4_images.jpg,"Watches,myntassets.com",Women
2816,2817,33815,Bottomwear,Trousers,Febreze,4.7,149,Van Heusen Men Classic Pleated Black Trousers,http://assets.myntassets.com/v1/images/style/properties/50ed1e6315e05b074501ba6a07f68fb2_images.jpg,"Trousers,myntassets.com",Men
2817,2818,58524,Bags,Handbags,Poise,4.5,2072,Wildcraft Unisex Black Rain Cover For Backpacks,http://assets.myntassets.com/v1/images/style/properties/Wildcraft-Unisex-Rain-Cover-For-Backpacks_b795c381872c4b6a825b29b448922b0c_images.jpg,"Handbags,myntassets.com",Unisex
2818,2819,52822,Jewellery,Earrings,Marcia Teixeira,4.5,300,Adrika Women Red & White Earrings,http://assets.myntassets.com/v1/images/style/properties/Adrika-Women-Red---White-Earrings_301d464cc06712f608ff991762b2bc46_images.jpg,"Earrings,myntassets.com",Women
2819,2820,39513,Bags,Laptop Bag,John Varvatos,3.5,4,Peter England Unisex Black Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/Peter-England-Unisex-Laptop-Bag_371749a6c7f734477ea33b54a1a1fe6c_images.jpg,"Laptop Bag,myntassets.com",Unisex
2820,2821,11379,Topwear,Tops,V.I.P.,4.5,300,United Colors Of Benetton Women Winter Blue Top,http://assets.myntassets.com/v1/images/style/properties/6ddb251281d71af06054a0a2180a8821_images.jpg,"Tops,myntassets.com",Women
2821,2822,45895,Watches,Watches,TENA,3.8,21,Maxima Ssteele Men Blue Dial Watch,http://assets.myntassets.com/v1/images/style/properties/3c9d83ee78874f3f4dedd5a00c37c7c4_images.jpg,"Watches,myntassets.com",Men
2822,2823,44947,Shoes,Sports Shoes,PiccoCasa,4,30,Puma Men Mid Biz Ind White Shoes,http://assets.myntassets.com/v1/images/style/properties/c5bae9174c0e5fe600f0b9fc4e210d08_images.jpg,"Sports Shoes,myntassets.com",Men
2823,2824,33029,Topwear,Kurtis,Palmer's,4.5,300,Mother Earth Women Printed Off White Kurti,http://assets.myntassets.com/v1/images/style/properties/dee40da56472913e3369befe26d05454_images.jpg,"Kurtis,myntassets.com",Women
2824,2825,9491,Bags,Backpacks,Andalou Naturals,4.5,300,Puma Unisex Deck Red Backpacks,http://assets.myntassets.com/v1/images/style/properties/Puma-Unisex-Deck-Red-Backpacks6af81aede68a11a247420fa04200f20f_images.jpg,"Backpacks,myntassets.com",Unisex
2825,2826,19114,Topwear,Tshirts,Febreze Air Mist,4.5,2,Campbell Men Pack of 3 T-Shirts,http://assets.myntassets.com/v1/images/style/properties/Campbell-Men-Pack-of-3-Solid-Tshirts_600f0c9ef2a94539fc73d12466eca9dd_images.jpg,"Tshirts,myntassets.com",Men
2826,2827,49664,Eyewear,Sunglasses,Pureology,4.5,2,United Colors of Benetton Men Sunglass,http://assets.myntassets.com/v1/images/style/properties/131cfc21f60c0c8c1944806aab62eefa_images.jpg,"Sunglasses,myntassets.com",Men
2827,2828,16960,Eyewear,Sunglasses,Neutrogena,4.5,300,Image Men Classic Eyewear Black Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Image-Men-Classic-Eyewear-Black-Sunglasses2e061aa89040d37f05744930632f8fc8_images.jpg,"Sunglasses,myntassets.com",Men
2828,2829,50749,Shoes,Casual Shoes,NYX Professional Makeup,4.5,3,Red Chief Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/f4cead3fba42e4fee08f3fa55e8e7d8f_images.jpg,"Casual Shoes,myntassets.com",Men
2829,2830,2845,Topwear,Tshirts,Essity,5,4,Mr.Men Men's Mr.Noisy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/3c05bd4d400ae7d8f7c339137283dcef_images.jpg,"Tshirts,myntassets.com",Men
2830,2831,28653,Shoes,Sports Shoes,Aloe Vesta,4.5,300,Nike Men Air Max Quarter Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c8b170a1d0ddd0a42661ea8b20244c99_images.jpg,"Sports Shoes,myntassets.com",Men
2831,2832,19928,Flip Flops,Flip Flops,GreenPacks,4.5,300,ADIDAS Men Adi Wind Yellow Flip Flops,http://assets.myntassets.com/v1/images/style/properties/cb0b368d53b7883b638332bb28869881_images.jpg,"Flip Flops,myntassets.com",Men
2832,2833,22369,Bottomwear,Trousers,Egyptian Magic,4.5,300,Highlander Men Solid Navy Blue Trouser,http://assets.myntassets.com/v1/images/style/properties/85d5426d6af452bbac68b97d36b69759_images.jpg,"Trousers,myntassets.com",Men
2833,2834,29781,Bottomwear,Trousers,Taylor of Old Bond Street,5,1,Basics Men Steel Charcoal Trousers,http://assets.myntassets.com/v1/images/style/properties/Basics-Men-Black-Trousers_933642c36815ba35cea488b6e5f624f5_images.jpg,"Trousers,myntassets.com",Men
2834,2835,3997,Flip Flops,Flip Flops,GOJO,4.5,300,Spalding Men Grey & Orange Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Spalding-Mens-Grey-Orange-Flip-Flop_141aff465eecd916173f9e1dcafdddc2_images.jpg,"Flip Flops,myntassets.com",Men
2835,2836,18200,Topwear,Sweaters,Stila,4,5,Jealous 21 Women Stripes Red Sweater,http://assets.myntassets.com/v1/images/style/properties/1cf668ca7e11ab6158c19a0d7139684e_images.jpg,"Sweaters,myntassets.com",Women
2836,2837,9657,Topwear,Shirts,Redken,4.5,86,Indigo Nation Men Reversible Bling Red Shirts,http://assets.myntassets.com/v1/images/style/properties/e0d997051832909858def314490bdb2c_images.jpg,"Shirts,myntassets.com",Men
2837,2838,23841,Shoes,Casual Shoes,Lucasol,4.5,300,ADIDAS Men White Snipe Lo Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/856b715d6fc1a22ae326b3e2074549ce_images.jpg,"Casual Shoes,myntassets.com",Men
2838,2839,43198,Watches,Watches,Dr. Sebagh,4.5,300,Fastrack Women Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/36cfd03ba07641d913ab003fcd533f3d_images.jpg,"Watches,myntassets.com",Women
2839,2840,48570,Jewellery,Bracelet,COVERGIRL,5,1,Lucera Women Black & Silver Bracelet,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Bracelet_769458c6b2ea33b19156706fc59fa36e_images.jpg,"Bracelet,myntassets.com",Women
2840,2841,8785,Topwear,Jackets,Dolce & Gabbana,5,3,Lotto Women Cathy Pink Jacket,http://assets.myntassets.com/v1/images/style/properties/1d5f9c47ddc8f42deca41e8a17335847_images.jpg,"Jackets,myntassets.com",Women
2841,2842,54913,Topwear,Sweatshirts,WILLWINCHAN,4.5,300,Do u speak green Men Printed Beige Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Men-Printed-Beige-Sweatshirt_2b54014bcab43fa2a5e095450a6fd605_images.jpg,"Sweatshirts,myntassets.com",Men
2842,2843,47538,Shoes,Flats,Laura Geller New York,4.5,300,Portia Women Maroon Flats,http://assets.myntassets.com/v1/images/style/properties/20214916a1165a52e91e0ee83d380875_images.jpg,"Flats,myntassets.com",Women
2843,2844,17248,Topwear,Tshirts,H&B Oils Center,3,2,U.S. Polo Assn. Men Stripes Navy Blue  Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/6eeee342f3a63f61d1e5bc6f5caf9da7_images.jpg,"Tshirts,myntassets.com",Men
2844,2845,28495,Bottomwear,Track Pants,Caldrea,4.5,300,Urban Yoga Men Black Track Pants,http://assets.myntassets.com/v1/images/style/properties/46c5307f4014314fd640a066bfa36a25_images.jpg,"Track Pants,myntassets.com",Men
2845,2846,42876,Bags,Clutches,Summer's Eve,4.5,1,French Connection Women Black Clutch,http://assets.myntassets.com/v1/images/style/properties/1612f5d804273f23465f59edc58d9305_images.jpg,"Clutches,myntassets.com",Women
2846,2847,29547,Topwear,Tshirts,Hartmann,4.5,300,Classic Polo Men Printed Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/c2afeae13eb2bf2f50138b881ebc1488_images.jpg,"Tshirts,myntassets.com",Men
2847,2848,35118,Jewellery,Necklace and Chains,Neutrogena,4.5,300,Allen Solly Woman Silver Necklace,http://assets.myntassets.com/v1/images/style/properties/a186e81d2b74353ea46e01ee3c91842f_images.jpg,"Necklace and Chains,myntassets.com",Women
2848,2849,11983,Shoes,Sports Shoes,Maybelline,4.5,1455,FILA Men Dls Circuit 2 Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/a018ed2ebe20c7f8628dada209e42057_images.jpg,"Sports Shoes,myntassets.com",Men
2849,2850,4148,Shoes,Sports Shoes,Sky Organics,5,1,Nike Women Glide White Pink Shoe,http://assets.myntassets.com/v1/images/style/properties/c48ebbfd2bcc5ec33a4fa5bdf5cecb40_images.jpg,"Sports Shoes,myntassets.com",Women
2850,2851,59630,Saree,Sarees,Ralph Lauren,4.5,1,FNF Orange Wedding Collection Sari,http://assets.myntassets.com/v1/images/style/properties/FNF-Orange-Wedding-Collection-Sari_e2d5373eb2df32dd3da8d40da145b9c2_images.jpg,"Sarees,myntassets.com",Women
2851,2852,10851,Topwear,Tshirts,NOW,5,3,Wrangler Men Applique Polo Brown T-Shirts,http://assets.myntassets.com/v1/images/style/properties/0d22c810101b6c61ce07bc9cbedb884b_images.jpg,"Tshirts,myntassets.com",Men
2852,2853,56678,Watches,Watches,Borghese,4.5,300,Maxima Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Maxima-Men-Black-Dial-Watch_86d469be14df184f7d77cba7b108fc67_images.jpg,"Watches,myntassets.com",Men
2853,2854,4974,Topwear,Shirts,V.I.P.,3,2,Gini and Jony Boy's Kangaroo Yellow Infant Kidswear,http://assets.myntassets.com/v1/images/style/properties/007b347549bea975129058b00698d83f_images.jpg,"Shirts,myntassets.com",Men
2854,2855,38607,Topwear,Tshirts,DAX,4.5,300,Nike Men Yellow Just Do It T-shirt,http://assets.myntassets.com/v1/images/style/properties/b4e7bdb5b14872376cddaddb0633075b_images.jpg,"Tshirts,myntassets.com",Men
2855,2856,24258,Shoes,Casual Shoes,Perricone MD,5,1,Numero Uno Men White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/8cf52572340c3592e5f0ede116a0206f_images.jpg,"Casual Shoes,myntassets.com",Men
2856,2857,25984,Fragrance,Deodorant,Maybelline,4.5,300,J.Del Pozo Halloween Women Deo,http://assets.myntassets.com/v1/images/style/properties/443d6341766ef8ca34564c8cfbc0966e_images.jpg,"Deodorant,myntassets.com",Women
2857,2858,53138,Shoes,Heels,Spoonk acupressure mat,4.5,1,Catwalk Women Blue Heels,http://assets.myntassets.com/v1/images/style/properties/7a551efeef4cbd6324dd4caa74d2d12b_images.jpg,"Heels,myntassets.com",Women
2858,2859,45861,Topwear,Kurtas,Clinique,4.5,300,Vishudh Women Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/4081e7e7d2ccc888b7ec80ae02de8606_images.jpg,"Kurtas,myntassets.com",Women
2859,2860,57598,Lips,Lipstick,Healing Solutions,5,1,Lotus Herbals Moistpetals Raspberry Punch Lipstick 122,http://assets.myntassets.com/assets/images/57598/2016/11/18/11479468565284-Lotus-Herbals-Moistpetals-Raspberry-Punch-Lipstick-122-6571479468565204-1.jpg,"Lipstick,myntassets.com",Women
2860,2861,1608,Bottomwear,Track Pants,Dior,4.5,300,Reebok Track Pants Jet Black,http://assets.myntassets.com/v1/images/style/properties/7e926cb094cf06c4d7bd2196b5b25bb8_images.jpg,"Track Pants,myntassets.com",Men
2861,2862,38435,Bags,Clutches,EcoTools,4.5,6,Baggit Women Black Purse,http://assets.myntassets.com/v1/images/style/properties/d67fe9cd6db445ca67204bd8d90c6243_images.jpg,"Clutches,myntassets.com",Women
2862,2863,9465,Topwear,Shirts,V.I.P.,4.5,300,John Miller Men White Self Structure Shirts,http://assets.myntassets.com/v1/images/style/properties/67986bfa821772019e5d66ddd6ff0760_images.jpg,"Shirts,myntassets.com",Men
2863,2864,17846,Shoes,Sports Shoes,Walfront,4.5,300,Nike Men Supergame Black Sports Shoe,http://assets.myntassets.com/v1/images/style/properties/897336e710167034f7e9066114bbb79c_images.jpg,"Sports Shoes,myntassets.com",Men
2864,2865,48742,Jewellery,Bangle,Downy,4.5,213,Revv Men Steel Bangle,http://assets.myntassets.com/v1/images/style/properties/560173402148ee3142561506d20aefdc_images.jpg,"Bangle,myntassets.com",Men
2865,2866,18032,Bags,Handbags,Aveda,4.5,300,Lino Perros Women Solid Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Solid-Beige-Handbaga2bece7b4b61ff9ff95ccc5956a4d584_images.jpg,"Handbags,myntassets.com",Women
2866,2867,12508,Shoes,Casual Shoes,Revlon,4.5,300,Red Tape Men Casual Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/cce72430a64274adfa887e387340ce79_images.jpg,"Casual Shoes,myntassets.com",Men
2867,2868,49690,Ties,Ties,Nordic Naturals,4.5,17,Park Avenue Blue Tie,http://assets.myntassets.com/assets/images/49690/2015/9/12/11442041201368-Park-Avenue-Blue-Tie-9521442041201047-1.jpg,"Ties,myntassets.com",Men
2868,2869,16994,Shoes,Flats,L.A. Colors,4.5,40,Rocia Women Casual Black Heels,http://assets.myntassets.com/v1/images/style/properties/c90e16c1d1f5c18264e34eb933e738e8_images.jpg,"Flats,myntassets.com",Women
2869,2870,3963,Topwear,Tops,Aura Cacia,5,13,Jealous 21 Women Black V Neck Party Top,http://assets.myntassets.com/v1/images/style/properties/b8ca3f420804f9237ea5751a21567ec8_images.jpg,"Tops,myntassets.com",Women
2870,2871,40977,Topwear,Tshirts,Garnier,4.3,7896,Gini and Jony Boys Core Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/3afcff662537315d2576a28b607e4d52_images.jpg,"Tshirts,myntassets.com",Boys
2871,2872,15349,Free Gifts,Free Gifts,OPI,4.5,121,Nike Men Blue Team India Cricket Jersey,http://assets.myntassets.com/assets/images/15349/2018/10/29/8b9efbe9-c217-4674-af85-3c1b61a59c841540803068958-Nike-Men-Blue-Team-India-Cricket-Jersey-7111540803067242-1.jpg,"Free Gifts,myntassets.com",Men
2872,2873,59066,Innerwear,Bra,Caudalie,4.5,300,Peri Peri Women White Bra,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-White-Bra_ca6b4f0e202b110afebf25f858577609_images.jpg,"Bra,myntassets.com",Women
2873,2874,56812,Topwear,Kurtis,GreenHealth,4.8,4,Aneri Women Multi Coloured Kurti,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Multi-Coloured-Tunic_de9676a4ab7685a914dfe8a06a4720ba_images.jpg,"Kurtis,myntassets.com",Women
2874,2875,20892,Shoes,Casual Shoes,Kokie Cosmetics,3.4,7,Basics Men Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/095fb3ab7b93692ab527692bbacc4147_images.jpg,"Casual Shoes,myntassets.com",Men
2875,2876,58988,Fragrance,Deodorant,Dial,4.5,27,Cavallini Women Deo,http://assets.myntassets.com/v1/images/style/properties/Cavallini-Women-Deo_ec4e9b1d2c15e33d5ba96cf49816a320_images.jpg,"Deodorant,myntassets.com",Women
2876,2877,38051,Watches,Watches,Lava Life,4.5,169,Q&Q Men Black Digital Watch M124J001Y,http://assets.myntassets.com/v1/images/style/properties/e04cce5160cf4436fd9de1b796fe6873_images.jpg,"Watches,myntassets.com",Men
2877,2878,39183,Topwear,Kurtas,Colorsilk Luminista,5,2,Aneri Women Multi Coloured Kurta,http://assets.myntassets.com/v1/images/style/properties/9f2b75ce4b48cd78937c6482c9e90225_images.jpg,"Kurtas,myntassets.com",Women
2878,2879,21940,Bags,Handbags,Aveeno,4.7,37,Murcia Women Casual Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/ab8fcd7d3d414cc62d1852bc09363c71_images.jpg,"Handbags,myntassets.com",Women
2879,2880,26359,Topwear,Tops,ATTITUDE,4.5,300,Arrow Women Black Top,http://assets.myntassets.com/v1/images/style/properties/40014fbb0362937401e076119468d633_images.jpg,"Tops,myntassets.com",Women
2880,2881,19584,Topwear,Tshirts,NOW,4.5,10,United Colors of Benetton Men Stripes Grey Tshirt,http://assets.myntassets.com/v1/images/style/properties/2a8c6d377954a9cd75c31e7830b6cfd3_images.jpg,"Tshirts,myntassets.com",Men
2881,2882,9001,Shoes,Casual Shoes,H&B Oils Center,4.5,2,Puma Men El rey Riddim 50s OC Grey Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/ad70631a51062e68f3c07f156904f6cd_images.jpg,"Casual Shoes,myntassets.com",Men
2882,2883,48326,Bags,Clutches,Jack Black,4.3,4,Pitaraa Women Maroon Purse,http://assets.myntassets.com/v1/images/style/properties/37c94fb9dde6cfdb7b88ae3f11a1a821_images.jpg,"Clutches,myntassets.com",Women
2883,2884,18456,Fragrance,Perfume and Body Mist,Maybelline,4.2,2262,Nautica White Sail Men Perfumes,http://assets.myntassets.com/v1/images/style/properties/d931d1e817bcf1aef873e58e1c93643f_images.jpg,"Perfume and Body Mist,myntassets.com",Men
2884,2885,6875,Dress,Dresses,Topumt,4.5,300,Forever New Women's Gold Sleeveless Black Dress,http://assets.myntassets.com/v1/images/style/properties/c910003f5aa065c54b4da010b2a673c2_images.jpg,"Dresses,myntassets.com",Women
2885,2886,12950,Topwear,Shirts,Philosophy,4.5,300,Basics Men White Slim Fit Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/86bc888e5b861af81f564e2e9f627299_images.jpg,"Shirts,myntassets.com",Men
2886,2887,13882,Topwear,Shirts,TENA,5,1,Scullers Men Check Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/9e4f35e63b7dfc5640aa14434039590e_images.jpg,"Shirts,myntassets.com",Men
2887,2888,6049,Topwear,Tshirts,Shiseido,4.5,300,UCB Men's Polo Neck T-shirt In Solid Heavy Wash Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/7be11118de3a6954a29b939923bc3910_images.jpg,"Tshirts,myntassets.com",Men
2888,2889,3709,Topwear,Tshirts,LeChat,4.5,300,Classic Polo Men's Purple Black Stripe T-shirt,http://assets.myntassets.com/v1/images/style/properties/aed4c6511ff36b951d20700a608301f8_images.jpg,"Tshirts,myntassets.com",Men
2889,2890,51805,Innerwear,Bra,,4.5,740,Bwitch Light Pink Bra,http://assets.myntassets.com/v1/images/style/properties/1d52084824d2d5fe5172db50db398e63_images.jpg,"Bra,myntassets.com",Women
2890,2891,55499,Lips,Lip Gloss,Anself,5,3,Revlon Pink Ice Glace Rose Colorburst Lip Gloss 004,http://assets.myntassets.com/v1/images/style/properties/Revlon-Pink-Ice-Glace-Rose-Colorburst-Lip-Gloss-004_5672172eb8742ea64becc48fabf0bc3c_images.jpg,"Lip Gloss,myntassets.com",Women
2891,2892,9233,Topwear,Shirts,Unique Bargains,4.5,4,Mark Taylor Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/3cbeae03eff87d75f32668d8b2cc0489_images.jpg,"Shirts,myntassets.com",Men
2892,2893,48114,Belts,Belts,Hefty,4.8,30,Fossil Women Multi Coloured Quilted Squares Belt,http://assets.myntassets.com/v1/images/style/properties/6ebe80abdd18d810dac6a85b5a3197f5_images.jpg,"Belts,myntassets.com",Women
2893,2894,29123,Shoes,Sports Shoes,Crest,4.5,1,Puma Men Aquil White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/dea49e70e6ec5a0d642febe528ffb309_images.jpg,"Sports Shoes,myntassets.com",Men
2894,2895,51039,Innerwear,Briefs,Goldwell,4.5,300,Enamor Women Brown Floral Printed Briefs,http://assets.myntassets.com/v1/images/style/properties/ac7d87cb39f95f1ba85914aac820a75a_images.jpg,"Briefs,myntassets.com",Women
2895,2896,26957,Topwear,Shirts,Julep,4.4,285,Jealous 21 Women Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/68c39f47440cb294ec9049b94b23176d_images.jpg,"Shirts,myntassets.com",Women
2896,2897,27885,Topwear,Shirts,Gillette,4.5,300,Scullers For Her Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/Scullers-For-Her-Women-Blue-Woven-Shirt_904960bbe8bbb52ba0c35ae8115910eb_images.jpg,"Shirts,myntassets.com",Women
2897,2898,30832,Bottomwear,Churidar,Asepxia,4.5,11,Fabindia Women Printed Blue & Red Churidar,http://assets.myntassets.com/v1/images/style/properties/4044abbe79e8e12cc1beca06fae7bdc8_images.jpg,"Churidar,myntassets.com",Women
2898,2899,48928,Jewellery,Ring,Jinghao,4.7,7,Lucera Women Silver Ring,http://assets.myntassets.com/v1/images/style/properties/Lucera-Women-Silver-Ring_0368307d2fa7a352b2720111aa56299d_images.jpg,"Ring,myntassets.com",Women
2899,2900,1862,Topwear,Tshirts,Vaseline,4.5,2180,Inkfruit Mens Urban Warfare T-shirt,http://assets.myntassets.com/v1/images/style/properties/d6148296344abfd0cc84e4961735862e_images.jpg,"Tshirts,myntassets.com",Men
